employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons
EMP02306,sales,low,5,0.13,0.43,4,165,0,0,56.1,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02307,sales,low,4,0.78,0.76,5,168,0,0,44.6,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02308,accounting,low,2,0.6,0.98,3,262,0,0,30.71,Low,[]
EMP02309,accounting,low,2,0.68,0.69,3,185,0,0,23.6,Low,[]
EMP02310,accounting,low,3,0.55,0.84,3,237,0,0,39.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02311,hr,low,3,0.99,0.79,4,192,0,0,26.3,Low,[]
EMP02312,hr,low,2,0.92,0.68,5,236,0,0,24.4,Low,[]
EMP02313,hr,low,4,1.0,0.65,4,202,0,0,30.0,Low,[]
EMP02314,hr,medium,2,0.77,0.93,4,171,0,0,15.9,Low,[]
EMP02315,technical,medium,3,0.86,0.7,5,160,0,0,33.2,Low,[]
EMP02316,technical,medium,3,0.89,0.84,2,252,0,0,41.87,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02317,technical,medium,3,0.58,0.55,5,206,0,0,41.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP02318,technical,medium,2,0.56,0.66,3,212,0,0,22.2,Low,[]
EMP02319,technical,medium,3,0.38,0.64,3,111,0,0,49.35,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP02320,technical,medium,2,0.62,0.64,3,240,0,0,20.4,Low,[]
EMP02321,technical,medium,2,0.66,0.77,2,171,0,0,34.2,Low,[]
EMP02322,technical,medium,2,0.3,0.44,3,129,0,0,35.25,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)']"
EMP02323,technical,medium,2,0.82,0.83,3,271,0,0,21.04,Low,[]
EMP02324,technical,medium,2,0.96,0.68,4,162,0,0,10.2,Low,[]
EMP02325,technical,medium,3,0.66,0.95,3,191,0,0,31.2,Low,[]
EMP02326,support,high,3,0.79,0.5,5,176,0,0,30.3,Low,[]
EMP02327,support,low,2,0.97,0.77,3,182,0,0,14.9,Low,[]
EMP02328,support,medium,3,0.59,0.65,3,226,0,0,33.3,Low,[]
EMP02329,support,medium,3,0.57,0.48,4,161,0,0,33.9,Low,[]
EMP02330,support,medium,3,0.64,0.53,4,163,0,0,31.8,Low,[]
EMP02331,support,medium,4,0.14,0.51,5,173,0,0,58.8,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02332,support,low,2,0.48,0.55,3,228,0,0,29.6,Low,[]
EMP02333,support,low,3,0.78,1.0,3,139,0,0,35.35,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP02334,support,low,5,0.96,0.62,5,128,0,0,44.7,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02335,support,low,2,0.82,0.97,3,115,0,0,28.15,Low,[]
EMP02336,support,low,4,0.94,0.9,5,191,0,0,39.8,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02337,technical,low,3,0.95,0.66,4,183,0,0,27.5,Low,[]
EMP02338,technical,low,3,0.59,0.43,3,173,0,0,38.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02339,technical,low,2,0.69,0.89,4,174,0,0,23.3,Low,[]
EMP02340,management,low,3,0.74,0.72,3,213,0,0,33.8,Low,[]
EMP02341,it,low,4,0.67,0.67,4,192,0,0,39.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02342,it,low,2,0.83,0.52,3,167,0,0,19.1,Low,[]
EMP02343,it,low,3,0.81,0.85,3,263,0,0,36.63,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP02344,it,low,3,0.54,0.73,2,100,0,0,67.3,High,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'Unhealthy working hours (over/under-work)']"
EMP02345,it,low,3,0.89,0.83,3,164,0,0,29.3,Low,[]
EMP02346,product_mng,low,2,0.79,0.74,5,172,0,0,28.3,Low,[]
EMP02347,product_mng,low,3,0.46,0.58,4,171,0,0,42.2,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02348,product_mng,low,3,0.99,0.93,4,236,0,0,26.3,Low,[]
EMP02349,product_mng,low,4,0.75,0.9,5,186,0,0,45.5,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02350,it,low,3,0.93,0.82,4,175,0,0,28.1,Low,[]
EMP02351,randd,low,3,0.65,0.6,5,227,0,0,44.5,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02352,randd,low,6,0.19,0.63,4,142,0,0,52.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02353,randd,medium,2,0.48,0.61,2,121,0,0,46.85,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP02354,randd,medium,3,0.95,0.64,5,234,0,0,30.5,Low,[]
EMP02355,randd,medium,3,0.92,0.77,4,185,0,0,23.4,Low,[]
EMP02356,marketing,medium,3,0.84,0.54,4,160,0,0,25.8,Low,[]
EMP02357,sales,medium,3,0.37,0.63,4,153,0,0,39.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02358,accounting,medium,6,0.22,0.74,3,199,0,0,44.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02359,support,medium,2,0.64,0.54,3,166,0,0,19.8,Low,[]
EMP02360,technical,medium,3,0.72,0.88,2,247,0,0,45.9,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02361,management,medium,3,0.48,0.69,4,245,0,0,37.67,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02362,marketing,medium,4,0.12,0.55,5,242,0,0,59.83,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02363,marketing,medium,2,0.78,0.98,5,158,0,0,23.6,Low,[]
EMP02364,marketing,medium,3,0.71,0.74,3,163,0,0,29.7,Low,[]
EMP02365,sales,high,3,0.38,0.69,3,99,0,0,47.35,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth']"
EMP02366,sales,low,3,0.57,0.85,4,164,0,0,38.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02367,sales,medium,3,0.72,0.51,3,160,0,0,29.4,Low,[]
EMP02368,sales,medium,3,0.6,0.57,2,184,0,0,48.0,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02369,sales,medium,2,0.61,0.55,5,266,0,0,34.27,Low,[]
EMP02370,sales,medium,2,0.67,0.64,4,190,0,0,18.9,Low,[]
EMP02371,sales,low,2,0.97,0.97,5,192,0,0,22.9,Low,[]
EMP02372,sales,low,6,0.22,0.6,3,205,0,0,49.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02373,sales,low,5,0.15,0.53,4,205,0,0,55.5,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02374,sales,low,3,0.6,0.6,3,258,0,0,41.86,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP02375,sales,low,2,0.15,0.8,5,151,0,0,47.5,Medium,"['Low job satisfaction', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02376,sales,low,2,0.5,0.81,3,148,0,0,29.5,Low,[]
EMP02377,sales,low,2,0.9,0.67,3,179,0,0,17.0,Low,[]
EMP02378,sales,low,2,0.84,0.51,6,141,0,0,29.05,Low,[]
EMP02379,sales,low,2,0.74,0.78,5,216,0,0,29.8,Low,[]
EMP02380,sales,low,2,0.72,0.51,3,235,0,0,22.4,Low,[]
EMP02381,sales,low,4,0.93,0.63,3,160,0,0,32.1,Low,[]
EMP02382,sales,low,4,0.54,0.69,3,141,0,0,46.05,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02383,sales,low,2,0.87,0.65,4,246,0,0,19.19,Low,[]
EMP02384,accounting,low,4,0.19,0.98,5,226,0,0,72.3,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02385,accounting,low,2,0.33,0.4,4,212,0,0,34.1,Low,[]
EMP02386,accounting,low,3,0.94,0.93,4,220,0,0,27.8,Low,[]
EMP02387,hr,low,2,0.77,0.49,4,266,0,0,26.47,Low,[]
EMP02388,hr,low,2,0.48,0.82,3,183,0,0,29.6,Low,[]
EMP02389,hr,low,3,0.7,0.74,5,263,0,0,47.93,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02390,hr,low,4,0.54,0.93,4,161,0,0,43.8,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02391,technical,low,2,0.61,0.98,4,199,0,0,25.7,Low,[]
EMP02392,technical,medium,4,0.97,0.4,4,258,0,0,29.76,Low,[]
EMP02393,technical,medium,2,0.6,0.85,3,209,0,0,21.0,Low,[]
EMP02394,technical,medium,3,0.93,0.84,5,135,0,0,34.85,Low,[]
EMP02395,technical,medium,2,0.48,0.69,4,222,0,0,24.6,Low,[]
EMP02396,technical,medium,3,0.16,0.76,5,192,0,0,54.2,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP02397,technical,medium,3,0.18,0.75,3,250,0,0,47.74,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02398,technical,medium,3,0.84,0.75,3,187,0,0,25.8,Low,[]
EMP02399,technical,medium,3,0.69,0.63,4,217,0,0,30.3,Low,[]
EMP02400,technical,medium,3,0.22,0.88,4,213,0,0,44.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02401,technical,medium,3,0.83,0.52,4,273,0,0,33.17,Low,[]
EMP02402,support,medium,3,0.58,0.5,2,132,0,0,53.1,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'No recent promotion / stalled growth']"
EMP02403,support,medium,3,0.61,0.62,4,140,0,0,35.2,Medium,"['No recent promotion / stalled growth', 'In a historically high-attrition tenure window', 'Unhealthy working hours (over/under-work)']"
EMP02404,support,high,2,0.67,0.5,4,173,0,0,13.9,Low,[]
EMP02405,support,low,2,0.56,0.76,4,189,0,0,27.2,Low,[]
EMP02406,support,medium,3,0.74,0.74,3,156,0,0,28.8,Low,[]
EMP02407,support,medium,5,0.92,0.97,4,238,0,0,27.4,Low,[]
EMP02408,support,medium,2,0.81,0.68,5,230,0,0,22.7,Low,[]
EMP02409,support,medium,2,0.48,0.49,4,242,0,0,25.03,Low,[]
EMP02410,support,low,3,0.73,0.72,4,197,0,0,34.1,Low,[]
EMP02411,support,low,5,0.97,0.66,6,164,0,0,38.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02412,support,low,5,0.15,0.51,6,248,0,0,65.21,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02413,technical,low,6,0.69,0.76,5,255,0,0,46.51,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02414,technical,low,4,0.61,0.68,5,225,0,0,49.7,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02415,technical,low,2,0.86,0.58,3,151,0,0,18.2,Low,[]
EMP02416,management,low,3,0.55,0.88,4,252,0,0,42.07,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02417,it,low,4,0.9,0.74,4,206,0,0,33.0,Low,[]
EMP02418,it,low,2,0.65,0.4,2,141,0,0,41.75,Medium,"['Workload imbalance (too many or too few projects)', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP02419,it,low,3,0.81,0.92,5,259,0,0,43.77,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02420,it,low,3,0.65,0.86,5,250,0,0,46.64,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02421,it,low,6,0.47,0.86,4,169,0,0,41.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02422,product_mng,low,3,0.93,0.53,3,200,0,0,28.1,Low,[]
EMP02423,product_mng,low,5,0.77,0.9,4,104,0,0,48.4,Medium,"['Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02424,product_mng,low,3,0.87,0.82,6,176,0,0,37.9,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02425,product_mng,low,2,0.87,0.84,5,137,0,0,29.15,Low,[]
EMP02426,it,low,3,0.65,0.75,2,151,0,0,51.5,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02427,randd,low,6,0.21,0.7,6,130,0,0,62.7,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02428,randd,low,2,0.75,0.59,4,199,0,0,21.5,Low,[]
EMP02429,randd,low,2,0.72,0.86,4,191,0,0,22.4,Low,[]
EMP02430,randd,low,3,0.88,0.63,3,273,0,0,36.67,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP02431,randd,medium,3,0.66,0.58,3,205,0,0,31.2,Low,[]
EMP02432,marketing,medium,3,0.8,0.75,3,181,0,0,27.0,Low,[]
EMP02433,sales,medium,3,0.22,0.55,4,261,0,0,48.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02434,accounting,medium,3,0.92,0.69,3,192,0,0,23.4,Low,[]
EMP02435,support,medium,3,0.54,0.77,4,271,0,0,41.44,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP02436,technical,medium,3,0.91,0.56,4,158,0,0,23.7,Low,[]
EMP02437,management,medium,2,0.77,0.83,4,231,0,0,15.9,Low,[]
EMP02438,marketing,medium,3,0.61,0.51,3,156,0,0,32.7,Low,[]
EMP02439,marketing,medium,4,0.48,0.9,4,201,0,0,40.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02440,marketing,medium,4,0.25,0.69,3,187,0,0,47.5,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02441,sales,medium,4,0.91,0.7,3,132,0,0,32.2,Low,[]
EMP02442,sales,medium,3,0.72,0.58,5,147,0,0,38.15,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP02443,sales,high,3,0.77,0.71,4,223,0,0,22.9,Low,[]
EMP02444,sales,low,2,0.41,0.4,2,194,0,0,46.7,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Below-market / low compensation band']"
EMP02445,sales,medium,2,0.51,0.49,4,234,0,0,23.7,Low,[]
EMP02446,sales,medium,3,0.72,0.79,3,149,0,0,29.65,Low,[]
EMP02447,sales,medium,3,0.47,0.57,3,162,0,0,36.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP02448,sales,medium,2,0.53,0.67,4,238,0,0,23.1,Low,[]
EMP02449,sales,low,3,0.65,0.52,5,149,0,0,44.75,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02450,sales,low,5,0.18,0.75,4,170,0,0,54.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02451,sales,low,2,0.61,0.48,3,250,0,0,27.84,Low,[]
EMP02452,sales,low,2,0.86,0.72,4,167,0,0,18.2,Low,[]
EMP02453,sales,low,5,0.14,0.77,4,166,0,0,55.8,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP02454,sales,low,2,0.63,0.8,3,205,0,0,25.1,Low,[]
EMP02455,sales,low,3,0.79,0.57,3,250,0,0,34.44,Low,[]
EMP02456,sales,low,3,0.78,0.97,4,142,0,0,34.6,Low,[]
EMP02457,sales,low,6,0.14,0.52,4,217,0,0,51.8,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02458,sales,low,3,0.85,0.54,3,139,0,0,33.25,Low,[]
EMP02459,sales,low,3,0.85,0.75,4,139,0,0,33.25,Low,[]
EMP02460,accounting,low,3,0.91,0.76,5,152,0,0,36.7,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02461,accounting,low,2,0.76,0.74,3,224,0,0,21.2,Low,[]
EMP02462,accounting,low,3,0.62,0.72,5,180,0,0,45.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP02463,hr,low,2,0.53,0.69,4,216,0,0,28.1,Low,[]
EMP02464,hr,low,3,0.97,0.63,3,133,0,0,31.15,Low,[]
EMP02465,hr,low,3,0.48,0.53,4,271,0,0,48.24,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02466,hr,low,3,0.5,0.55,4,148,0,0,41.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP02467,technical,low,4,0.32,0.42,2,99,0,0,78.15,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP02468,technical,low,2,0.58,0.77,4,196,0,0,26.6,Low,[]
EMP02469,technical,low,2,0.81,0.83,3,196,0,0,19.7,Low,[]
EMP02470,technical,medium,3,0.48,0.84,4,228,0,0,46.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'High performer showing silent burnout signs']"
